18482 16606988.9100
14269 13588 1816.8600
16915 14269 80.7600
11272 11997 98.8470
11997 2963 157.1250
11997 3855 448.0580
268 17588 338.8400
1690 11297 245.4210
1690 11486 35.5980
1690 12474 66.7400
16623 1941 83.3980
16528 7176 6438.8520
16528 15468 186.8670
16528 17173 419.5570
16790 16528 160.8050
16763 3080 1231.3220
16763 6605 108.2570
16763 12273 288.6660
7040 1892 996.0800
1727 12026 500.1750
6020 1643 2000.5220
6020 5915 403.5050
947 5798 213.1330
947 13018 3665.9190
8378 10063 9105.6480
9401 13727 891.3990
4938 12070 1969.1500
4938 16433 1098.8500
16433 4187 1823.0820
4784 12806 1537.0810
11301 547 1155.5810
15284 7972 608.2790
6688 1923 34.2430
6688 7085 1945.1070
6688 7794 32.1670
1382 12106 143.4580
4628 16495 4044.2300
4628 18564 219.2360
15899 1615 30.2910
15899 1998 23.9270
745 17759 1056.3980
4849 745 941.5180
4849 10629 917.8370
7840 6005 110.7990
7840 7024 1605.5370
7840 11228 343.2390
7840 16319 165.7880
9050 340 137.4920
9050 4319 356.2510
13088 377 187.7140
13088 11087 2309.1870
16885 11435 163.8110
16885 18757 136.6720
14730 7359 788.0560
14730 16393 338.6920
14730 18365 453.4910
14730 18420 1124.7420
4833 3135 164.7750
9511 598 5577.7290
9511 1220 2937.7630
9511 18086 71.1810
16894 2088 1910.3960
16894 13715 386.1080
4423 4363 172.8970
6499 13711 662.4500
8849 3797 120.8060
9274 17923 304.2760
7999 7475 2208.1990
7999 16480 322.2420
3094 11446 60.1930
3094 12682 38.3410
3094 16114 65.3740
1926 14632 2800.2920
1926 15646 187.7330
1926 17261 622.2440
9963 16881 238.9150
12559 4810 997.6100
12559 9638 690.1780
12559 15020 284.2190
10826 2910 110.1790
10826 5483 191.6070
10826 16674 164.2890
12819 10645 102.2620
1780 3717 137.2570
1780 14603 67.8170
457 12100 6077.5490
2695 127 2446.0910
2695 11657 80.6700
2695 13677 1284.6880
2695 16993 302.5120
5395 3719 48.6130
2593 5501 39.0640
2593 14154 855.9560
2593 17330 55.0410
2913 966 627.4330
2913 1376 160.4950
2913 5766 60.2690
2913 17598 2138.4690
2913 17897 241.1470
1376 11536 92.7600
1376 16602 277.6730
16578 2711 348.3720
16578 10443 188.0810
3960 457 186.3500
3960 12876 3871.0850
5463 5395 69.6970
5501 2695 77.8940
5501 12920 238.3950
5927 2593 25.5180
10444 14143 46.9870
17502 3353 172.0590
1647 5547 4615.7040
1647 16680 234.0270
10059 84 202.6300
10059 9506 1605.2950
10059 18127 76.2040
9057 10373 50.9120
9057 11177 3279.5240
15970 8602 195.7370
316 8990 996.8940
316 15989 489.0870
2244 3930 357.9740
2244 8257 621.5320
2244 15623 84.3620
9647 13442 2.2290
13320 7370 759.3420
13320 8712 6471.1080
13320 11770 115.5930
13320 14724 147.1880
13442 6181 823.0140
13442 6347 175.3630
13442 8972 844.4080
12548 4231 8276.2350
12548 9647 123.4180
15116 4358 1385.5680
15116 16938 1220.3030
3401 14686 52.1350
3401 17910 708.9190
10037 8396 3779.0750
10037 11828 798.5180
13875 16253 87.2130
6431 13044 28.3990
7316 9151 7340.1250
7316 10945 73.3260
10945 9173 164.4080
4225 3401 66.4350
4225 13875 12.5530
13773 12131 176.9910
13773 14522 234.2590
13773 15679 78.0030
13773 17707 152.5100
13773 17874 608.5810
4337 17337 238.6270
9406 9501 1668.4350
9406 9908 865.6010
9406 11827 370.6520
14258 883 77.0900
14258 18266 111.6180
3627 4816 106.5260
3627 16733 169.6150
3627 18584 147.2300
1633 14499 372.1830
6088 9101 1230.6670
6088 14898 101.3730
16772 6828 356.8320
16772 12648 171.7940
16772 14409 185.5940
16772 15957 119.8490
15957 6771 304.0730
15957 13324 1088.6390
1615 2200 157.2610
1615 5975 68.9590
1615 13250 229.9540
1828 11425 50.7770
13291 12548 35.8300
12446 4080 2056.8420
12446 8673 580.9590
15632 3638 314.1600
15632 7980 717.5890
15632 9058 121.0740
15632 13776 336.1950
15632 15676 195.8020
15632 15953 2225.8120
15632 16970 54.1630
3496 1160 26.2210
10441 7241 65.9850
11639 4553 491.2440
11639 5284 261.2460
11639 16208 1045.0660
11639 18410 2024.0980
18571 2000 43.8220
18571 9526 65.2500
13272 16424 40.9950
13272 17478 4932.6550
1709 845 101.0610
1709 9557 367.0430
1709 10891 161.7050
1709 14855 992.4990
7454 7164 790.7860
7454 18643 48.7850
6409 29 112.3490
733 12915 453.2570
11815 1491 247.9100
11815 1938 126.6690
11815 3015 828.8000
11815 5191 44.6810
11815 5600 115.3870
11815 6890 11.6770
11815 9754 230.7340
11815 10551 164.9640
11815 15881 101.2890
3589 1008 1467.9630
3589 5479 324.0270
5368 2346 187.5940
4538 13908 238.0830
12333 7794 2337.6600
3366 14562 1422.2420
18369 16197 2479.2530
6656 15343 23.8380
17861 291 399.2330
17861 11516 417.7120
14582 1775 102.3160
14582 6882 140.6440
17224 8111 1604.9570
17224 15642 2405.2730
9381 3132 452.7060
9381 17498 81.2020
939 4715 1817.3460
18536 862 127.2740
18536 12018 480.9350
18585 1976 1021.5110
18585 17986 62.5980
11591 1521 1823.6750
11591 10120 5.2680
12844 4666 96.8600
12844 15606 223.8230
12844 16603 41.5460
11518 2197 568.0860
11841 9347 16.1860
8340 6733 100.3520
8347 4666 54.5350
8347 10506 84.4530
15605 5945 416.8230
3455 7214 47.1260
3455 18486 22.6610
2197 17734 376.2580
11770 12548 8.6100
10271 6020 198.8010
10271 9694 428.7840
9637 1727 1342.9140
133 2231 1067.7690
133 5477 174.2420
133 6071 911.3360
12478 15308 559.4370
15308 523 500.9880
18598 2089 203.5230
18598 12994 265.6870
18598 13371 105.7920
10798 11709 66.8220
318 5117 142.4100
8084 5997 94.3660
8084 11535 305.5350
8084 12444 96.6300
8084 15728 216.6900
1210 7007 251.0250
1405 785 215.7370
1405 5638 25.6670
15913 5646 143.2060
785 1275 150.3250
785 12456 154.3290
3201 44 2232.8180
3587 11908 186.5410
3587 18582 5972.6230
3278 3435 140.7470
3732 4105 725.7620
3732 11334 293.3840
506 5826 483.8060
506 7262 20.6530
1950 8558 201.2460
1950 12016 828.5730
1950 17686 325.6510
1866 264 111.3470
1866 4255 19.7900
1866 11328 194.7390
18151 1866 215.2270
18151 10671 22.9370
1424 836 59.7440
1424 2781 104.1380
1424 16621 1348.2590
822 11398 632.8560
822 14879 308.2640
822 16677 43.4160
1889 4711 1411.4850
1889 8360 234.5380
1889 8893 120.3360
1889 12440 71.2340
1889 14389 114.6510
1889 17803 836.0390
1889 18464 267.8890
6937 2668 31.2620
6137 9760 343.2560
13424 7688 121.9620
4148 8782 351.9090
8673 10456 1636.0630
8673 13321 489.8590
6811 7255 137.6790
6811 12114 380.8850
6811 14969 97.3480
6811 17919 1065.8400
6811 18337 206.9470
9187 4213 1409.6340
9187 7698 2678.8260
3003 3143 172.7900
12605 2458 59.0320
12605 3801 88.0310
12605 4193 27.7870
12605 7530 32.5780
12605 8931 52.5340
12605 13478 62.1970
12605 17306 59.5850
12605 17358 19.4940
6487 8023 795.3370
16019 9574 44.3880
16019 10866 104.4230
13106 9727 2853.1900
10227 14574 328.4540
10227 15708 866.7210
6239 2275 636.5760
1420 1748 55.3530
1420 3829 2588.0860
1420 4630 5455.7240
1420 4951 2358.0000
1420 8885 2716.6130
1420 16263 751.2480
746 7299 119.0560
16678 10219 291.3510
10415 11779 12.1080
10415 14259 74.9150
15014 590 6.5240
15014 2605 394.9840
2412 6359 2776.9050
2412 10850 743.6910
9702 16617 7.6350
17816 3152 175.8520
17816 4636 658.2210
17816 11309 96.0550
17816 13111 106.0430
17816 15052 104.0640
14854 1224 589.3380
14854 1512 373.1060
14854 4082 17.2790
14854 16839 2485.6640
4367 1863 1819.7580
4367 11522 50.1050
6060 1690 62.7160
2011 6394 86.3890
2011 8210 83.5200
15248 17588 64.0440
16042 2096 30.9760
16042 9848 113.0220
16114 3072 133.6280
16114 10906 691.1970
3006 17206 684.9370
18693 3006 514.0690
18693 10960 4952.5630
4469 3447 204.5640
4469 14620 18.6100
541 1113 91.8470
541 4688 26.4850
541 4955 1239.5810
541 13262 14.1540
541 17218 392.4060
629 8627 1403.5800
629 13535 77.1140
18675 2522 1700.9110
11593 12478 1073.2740
16593 7943 1906.6410
16701 14103 296.5590
9983 11290 25.6860
9983 12150 318.3770
14107 4928 153.1980
18112 786 73.0780
18112 3205 533.1190
18112 4822 64.0260
18112 9206 124.4610
18112 18337 17.0810
2081 1155 115.6360
2081 9723 179.2670
7994 6722 96.1760
7994 7202 1366.2720
11923 7473 1517.6440
11923 16502 170.3680
927 1650 217.3770
927 11037 170.1810
7479 538 142.1840
7479 5585 323.1280
7479 6905 83.8560
9309 6012 82.3900
3107 17535 322.6630
14750 4495 662.9550
2483 2681 432.6110
2483 13349 639.0730
5972 2680 1239.9140
5972 17368 311.2280
11709 15053 26.7070
5979 3545 297.6720
3545 2282 44.2800
3545 16001 1567.6600
10633 15813 4208.7760
3175 188 3124.9280
3175 9817 0.7630
3175 11512 108.0640
1873 16497 250.7880
3409 13473 30.1240
8497 1873 102.0450
8497 4931 21.5390
8497 12298 13.3840
8497 15450 493.5370
9817 11976 443.2660
10717 12074 71.6950
11512 4889 46.8660
11512 12310 884.8390
11512 15911 18.0520
11595 1040 340.7520
11595 13304 76.4090
14899 10717 302.5310
14899 16312 20.7530
16312 7137 0.3520
16312 9228 19.2300
16464 2779 256.3460
16815 1873 456.1260
3700 4736 522.4870
3700 9688 103.0910
3700 17758 193.0680
6521 13569 185.7640
7299 3942 97.1050
7299 8977 242.8790
7299 11530 99.8290
7299 13411 11.2010
8384 15732 835.6840
14425 1275 3.7050
14425 10667 559.7300
14929 1606 184.1710
14929 10195 80.6690
14929 13850 51.4980
18139 3213 115.7960
18139 3985 244.5890
1666 2158 322.6590
1666 5048 2285.2410
1666 6605 137.7960
1666 12457 33.3990
11886 8742 22.9600
11886 18463 68.9120
6963 3470 139.9600
6963 5630 391.5800
6963 16055 375.8900
2534 11241 87.9220
2534 12318 341.0330
4924 2534 478.9160
4924 6241 2324.2320
4924 17410 636.5320
17410 204 1641.8200
17410 2555 1253.2750
988 1696 5385.7880
7531 988 5556.1310
15776 11362 1169.2990
3692 17386 1126.2830
5051 951 1623.4850
5051 1213 183.4960
17601 1213 418.0570
17601 16700 984.2380
716 3329 592.6290
716 6769 194.8050
16200 716 3466.9130
4601 11243 2316.1700
4601 16804 2782.9010
13659 5675 99.7620
13659 14699 401.8070
13637 13738 12.5810
13637 17305 1945.0720
5277 12440 314.3190
8535 4203 630.7310
8535 8983 470.0840
8893 2925 176.1980
16469 8599 235.5330
1751 14413 1087.0790
13300 13412 383.0660
13576 977 1557.9950
13576 5557 2294.0300
13576 7905 122.1010
13576 13975 156.0100
12685 14210 1828.7470
4426 16164 5275.7100
16164 9569 611.8170
12058 12126 131.4540
6525 15501 6401.5380
10835 10975 1413.8360
2276 4150 2869.1630
18084 494 3030.6190
18084 1600 114.5950
16226 7517 2841.7070
16226 7943 2086.5270
16283 7943 1924.3380
11275 4832 974.7410
11275 9776 420.6300
11275 10382 651.6400
2613 9776 333.7380
9685 2198 28.1660
6746 6756 25.4670
6746 7608 469.8740
6746 8203 82.7450
6746 10397 218.3540
17673 865 55.3150
17673 6881 60.0050
17673 8988 40.4820
17673 11182 57.5390
17673 15103 154.8430
17673 15887 97.6170
3391 2934 40.2370
3391 12130 215.7240
16022 1309 1279.5010
16022 8634 454.0100
16292 16006 18.9570
15439 16022 132.6350
3538 16804 980.4340
6163 3538 1254.8730
4142 9839 2539.0120
12486 1032 94.9330
12486 2553 229.2750
12486 15603 70.1850
12486 17884 240.1380
13522 2989 287.1940
15475 5437 173.9800
15475 14259 76.2320
13774 14088 25.4410
13774 18218 2350.2520
13262 5071 5.7710
13262 6117 106.8990
5994 17879 16.0110
2263 3105 155.1040
2263 6301 43.6550
2263 11985 26.2000
2263 13123 2.5050
14742 3994 756.3360
14742 7601 1405.7670
14742 17669 124.4550
9892 1295 186.7910
6702 18237 227.8500
9555 4713 98.9550
9555 11739 185.0670
5252 10299 1725.6040
5252 12273 374.6850
5252 13996 392.3150
245 14216 175.9360
9585 13790 700.3320
5419 13288 3.1360
5419 16398 65.4600
3272 12366 890.8860
10750 12755 1909.1030
4494 13935 82.6350
953 5081 688.4370
953 6553 299.1210
7827 953 143.0680
6275 6298 1226.8080
6275 11406 2340.9320
3573 13489 1627.3750
13489 6955 677.9470
13489 17873 1137.8820
8954 9402 195.5920
7568 4940 62.4200
7568 18486 75.8700
7568 18703 544.6350
15163 5874 263.3760
9078 371 30.2640
9078 6707 158.1730
9078 9517 431.3760
13752 493 163.4050
8369 10529 101.4830
8369 16702 20.6350
10313 5071 80.6390
10313 8545 2.3140
18385 7104 38.3690
18385 12164 1387.9650
5328 8938 3334.2200
16524 5328 31.5190
4027 4604 549.1790
4604 4316 527.1750
18395 2611 124.8780
13478 12595 352.3180
9129 7842 110.0310
9129 11038 19.1930
9129 13939 293.8030
9129 18042 13.4530
199 3180 100.4220
199 3807 115.0000
199 4800 15.7650
199 10052 174.8790
199 12239 778.8390
199 17184 118.9610
9684 5438 4050.8730
9684 6814 774.3490
9684 17674 191.9640
9684 18333 421.3830
4508 5052 323.0540
11310 12847 182.4760
1752 14318 470.1360
3951 1877 1014.8860
3951 16338 14.5390
3951 17817 6886.7320
14418 2018 185.1260
1669 9596 140.5600
1669 10355 117.0670
2591 17581 334.7740
4321 15305 118.4630
4321 18707 378.6430
11334 17872 96.2880
6661 479 0.9870
6661 2528 76.9600
6661 9917 236.1850
1322 1695 339.3810
1322 17739 411.9500
14695 13749 516.0110
14695 14466 31.8120
14751 1142 119.0930
14751 1564 35.5470
14751 2099 875.7100
14751 3361 564.1420
14751 4671 2775.6520
14751 16969 125.3740
14751 17683 13.7460
18207 8395 57.6090
18207 17964 307.5360
10546 2686 0.3300
10999 18514 179.7520
16397 17801 4027.5040
16397 18378 41.8980
4009 13443 25.1620
14383 8306 3355.6890
14383 8450 5446.8770
2530 2819 221.8830
2530 12780 1411.5020
13795 10150 52.6940
11288 4382 611.6030
11288 5345 237.9390
11288 16318 3722.7420
4846 12700 2202.3310
15255 4178 88.5800
6829 1711 426.1320
6829 4367 63.0140
6829 4391 2.0840
3106 14903 391.6700
17588 4929 345.0790
3110 1659 307.0070
13041 7028 190.2180
13041 8966 758.0480
636 2410 557.2880
636 5636 101.0530
10735 9813 127.3770
4357 8089 937.7520
4357 16926 2284.8740
14524 6434 879.9220
14524 7506 77.2820
14524 18371 300.4970
17984 9238 837.9900
17616 1705 488.9360
8400 14324 3098.7230
1705 14324 1136.3840
14584 11198 893.4680
7972 10006 818.2840
3533 12081 426.8670
15295 3533 2012.4080
17741 3630 1248.4350
17741 6275 2968.9680
16995 1043 82.9150
8955 14984 316.1480
8955 18214 6.1460
11248 8580 271.6520
18712 4159 83.8270
18712 14245 118.9630
18712 14922 177.4660
18712 18251 524.8550
4648 10511 1839.8600
17475 1355 3147.1010
12879 9405 780.6750
12879 15549 27.5260
1355 7339 352.4920
10704 3448 751.0760
12141 3424 135.5540
12141 15014 206.3880
6594 6788 141.8640
6594 9673 374.4430
6378 8531 261.5560
6378 9573 5545.6120
6378 12207 214.2560
4629 1528 1225.2930
4679 2766 806.6920
4679 5127 67.5120
4679 6635 41.5180
13494 800 108.7550
13494 3475 3795.0550
13494 3796 73.3560
13494 10269 135.9180
13406 2104 2464.5200
2104 12557 1587.0240
11521 6754 1907.7450
11521 7579 561.1100
11521 12092 3193.6620
5999 4446 27.2680
13914 2156 158.1000
13914 6374 40.4990
10008 8154 163.6130
11579 11237 351.2780
11579 12355 68.0810
11237 10008 954.6950
5940 8701 320.0730
5940 10938 107.1070
5940 11103 217.6850
5940 14871 58.5700
5940 16150 27.4220
17746 5092 127.3280
17746 10130 113.9210
17746 17506 246.0500
7214 7223 35.6940
3423 1870 131.3600
3423 10743 166.2710
3423 12233 79.9570
3423 16942 67.0330
6195 15712 1744.2440
14086 3507 1053.9380
14086 10698 84.6860
14086 16427 970.1220
7160 820 1962.7640
2533 6070 121.8180
6070 928 1544.8220
6070 2290 32.1640
6070 10429 170.7890
10659 803 546.4000
10659 9427 117.3600
12391 16951 66.9990
12391 17763 151.9350
16455 15022 74.3670
16455 15751 3156.6160
16455 18004 1242.5040
18091 9486 93.4090
18091 11096 1131.6770
13806 9780 1324.3280
17725 8489 7837.4330
7947 12223 1819.9040
5300 6651 2203.6150
5300 12223 718.4480
5082 5529 1114.3490
5082 10826 50.7860
1749 9072 485.0660
1537 7042 9470.5630
9409 6310 566.9970
9409 13473 2.8260
9921 3576 66.1420
9921 9998 51.9900
9921 18225 411.3790
6797 7035 994.7630
2383 7829 574.4410
12253 5217 83.3680
9190 13420 1129.5300
9190 13427 147.6620
9190 13953 570.3030
9190 14147 558.6290
9190 17200 3154.0020
6044 15731 220.1210
7118 8144 1075.1970
7118 8976 2280.2880
7118 14915 731.8160
516 7391 384.9170
516 8556 50.8590
4077 5118 12.0340
4077 17428 91.3580
5146 744 47.5680
5146 7498 406.5120
4830 16603 75.4560
1865 6014 1011.9240
17914 3630 7553.9450
10244 3439 411.9010
10244 4886 15.6950
10812 4873 640.6060
10812 10989 198.1570
10812 16883 152.5790
7825 4700 70.6850
7825 13414 666.6630
5071 3004 556.4640
1729 1012 39.8180
1729 2032 98.0830
1729 3013 199.6320
1729 4502 7.1110
1729 12506 798.6330
1729 15534 37.8540
10196 632 615.2640
17307 7343 73.8790
17307 17308 756.1030
6429 3033 643.6910
6429 8522 129.4050
10201 12685 466.3180
10201 13053 3512.5720
10201 13150 320.9380
10980 4944 163.7710
10980 6253 132.3100
10980 12685 217.2180
10980 16093 187.7530
10230 4459 2465.9310
10230 8299 532.6290
10230 13632 1362.5770
15191 1645 2128.5730
15191 9646 3465.3720
14850 15191 852.2190
15132 4091 96.4920
15132 5963 1004.8740
10419 11302 2797.4390
10419 13150 109.1090
2504 2051 339.9970
2504 17017 5000.7620
2351 9663 934.0700
9354 4492 6.2980
9354 10643 120.0770
9354 14263 1489.5200
9354 17793 13.2680
8575 9354 5011.9860
1395 7683 3851.6760
17404 4270 113.3900
17404 6874 89.7640
17404 13505 649.0420
5530 5197 772.2330
9856 14309 1405.9330
3450 12433 8148.4760
8194 3916 27.2690
8194 18094 66.6890
16068 14264 831.7240
1468 3733 298.6990
1468 14264 647.4310
8374 10647 680.9430
8374 12835 786.8370
14264 11231 439.4040
14978 1493 5146.4350
174 1372 449.0610
10070 6441 661.7860
17661 652 562.7100
17661 14903 81.1110
6852 3486 119.6150
8579 9007 28.1140
9007 6852 412.6970
7051 13490 19.3340
15785 15467 5283.9790
11775 9320 23.0560
4356 802 169.5700
4356 5549 226.1010
9281 4356 45.5340
18632 5309 144.7960
18632 14804 815.3080
1154 199 68.7340
1154 3081 167.3640
1154 5968 54.5990
13863 9386 123.9570
669 4823 411.8140
669 17316 149.9290
17712 18697 3457.0120
1875 11 216.3780
1875 11393 158.2830
10467 6635 127.8710
11134 5933 80.5830
11134 14720 52.7700
12870 2473 269.5520
12870 17092 52.0510
9394 371 494.3030
5561 17813 1667.2950
9582 10077 1142.8040
9582 13138 4766.4930
9582 15463 968.8790
3002 14880 118.3460
3002 15228 36.1570
2073 1170 184.2620
2073 6950 219.5040
2756 14694 551.6420
9303 4618 1967.2640
9303 14077 979.2450
9303 15904 537.7740
9781 3116 10.0440
4188 3254 293.7840
13183 6154 112.4830
13183 7097 381.1970
12025 7097 498.8320
1385 4179 91.4270
4192 4883 299.3540
4192 4991 4826.6290
4192 9519 6178.1220
9521 4289 175.1050
7971 1118 4371.1230
17846 15232 723.0730
10645 2040 1373.9930
10645 3801 4.2100
5642 10274 324.4260
995 2501 3391.8610
995 9930 73.8980
14696 11089 2.3190
14696 12326 44.4380
12655 2394 2995.0760
13200 7299 2098.0450
12388 3655 966.8420
2584 9271 192.7010
2194 6411 159.5830
2194 9128 109.6540
2194 18602 228.4910
17390 7808 2396.9760
17390 18152 1552.3540
3526 5563 104.4080
3526 6584 185.8430
11533 4074 49.8820
11533 6732 1.1960
14468 1639 578.7560
14468 6172 768.5210
14468 15484 1254.1300
7268 214 248.1870
7268 5545 19.0640
7313 14721 625.1760
14823 6633 67.5110
14863 7626 2615.3620
4179 3950 1369.0900
13723 8526 58.8710
13723 11872 90.6160
12381 4220 2121.3070
7405 8663 58.6430
18647 1329 57.3500
18647 2792 171.7930
18647 17765 12.7430
18647 18145 197.4400
10027 3901 204.2670
2745 1677 588.0300
2745 2673 181.5050
6778 17586 507.4000
1600 6603 182.6800
1600 14111 2897.8420
16737 15115 213.8240
3198 11438 167.3470
2252 1587 350.4890
2252 10894 199.7980
6613 11212 331.5030
16910 2650 540.6710
14867 15215 155.0230
8249 6374 48.8940
3696 6553 7023.2660
13640 1597 4425.1440
2732 3940 1513.5090
2732 12496 2535.4970
753 2002 126.6790
2002 8003 3765.2490
5280 8944 2368.3980
5280 18371 390.9400
18371 18448 162.3350
18478 5280 1064.4570
6475 7358 905.7970
6475 14049 94.6910
12033 4150 199.7720
12033 11720 139.3380
12033 12002 269.7380
7851 12002 299.3830
11001 13412 278.8150
11001 14266 634.4830
16955 3278 250.1840
278 7568 10.3480
278 11735 97.0640
15260 6633 52.6140
15260 14440 65.8500
2999 968 1257.1240
2999 15632 69.6700
5469 5428 47.8950
2364 12605 5.4910
18653 8757 91.7140
6330 5046 542.6510
6330 13361 994.0650
9534 3313 100.8190
9534 13538 288.6690
11606 3286 270.5990
11606 17196 386.4760
17196 1064 23.6740
17196 13104 1422.1240
11735 14904 737.4910
18613 2138 2176.9020
18613 4593 580.2520
10926 10331 5449.4090
6732 2124 18.9920
6732 11310 139.7320
9411 15541 557.9670
14078 3929 568.7080
244 6099 505.8730
18261 17456 25.6590
3472 3173 362.8250
6777 18143 54.0980
1160 184 44.2620
1160 1532 1690.6350
1160 2095 142.8410
1160 9388 84.7000
1160 10246 139.6070
1160 14131 1.7700
1160 17588 34.4520
1160 17907 13.7850
1160 17985 36.2220
1160 18445 57.4950
17985 12260 108.9240
17985 13431 691.1680
6115 269 41.8350
6115 11351 97.2610
6115 17945 31.6870
6115 17985 6.9670
14964 10219 1818.1240
18436 14495 2126.8100
3843 5394 1713.4390
7357 3613 2334.3920
7357 15325 3251.6640
15025 9348 643.5860
15025 16374 582.4380
14342 17242 1.3130
7831 4493 406.3460
7831 14449 7729.6060
12895 15383 75.2210
14686 431 729.6170
14686 3508 893.7530
14686 4331 4087.8650
14686 6185 5372.5930
14686 11626 40.4580
10737 18063 221.8190
14007 62 197.9210
14007 9870 304.5120
14007 14028 257.3610
14007 15208 214.8560
6442 6422 80.7820
6442 13977 148.1200
6442 14494 60.6300
4822 17440 860.5650
4822 17533 1184.5690
98 1844 439.9960
10528 13281 144.2680
4633 13021 2675.7030
9435 13021 2193.1530
2843 2922 281.7690
2843 16236 1648.3280
6478 8866 202.8440
6478 9938 376.5760
6478 13176 538.8620
16269 15264 740.1490
16269 15718 284.7520
13754 9890 622.7780
10004 4842 230.2900
11768 17771 4462.5110
12089 1594 2463.6940
12089 9280 85.5470
12089 12481 36.1780
17771 2268 678.5180
17771 11305 541.8300
17771 16032 80.6020
17771 16201 1370.3270
17771 17787 149.0180
9500 9356 1266.8920
16026 16680 745.8260
4288 9356 309.0840
5287 15674 4117.8060
12239 8887 68.6610
12239 15126 1439.7010
18202 803 180.3820
6315 17473 569.3810
17810 8725 95.2990
17659 610 290.4310
17659 12573 481.0080
16916 2775 39.4360
16916 15405 171.5580
18128 8725 165.4810
5213 18260 9.8100
12156 5099 165.2730
1019 2277 70.2050
18113 1019 926.8420
18113 18512 153.8750
9723 9724 1665.6870
14222 11094 10.7280
2400 5896 12.6190
2400 9381 238.4190
15225 3327 334.0810
10912 15449 1394.6550
5100 4954 295.8920
5100 18643 14.4980
9436 14832 973.7820
3338 8085 1827.4100
15383 630 184.1670
15383 15272 48.1010
15383 18458 44.5280
15318 1019 38.2760
8220 15318 131.1320
997 10182 737.1590
997 15604 47.0230
8449 2611 139.7600
15703 11189 622.1540
2116 10509 345.1130
2116 13344 80.6390
12116 1955 220.2620
946 2296 1184.0970
946 3455 134.5340
946 11591 56.3440
5207 1727 1413.5350
5235 18324 538.2720
7077 1858 205.2940
7077 15968 302.3360
15968 12003 547.5380
10763 11529 60.5270
10763 12091 150.4360
16360 1577 209.6750
16360 7077 329.2650
16360 12779 65.4280
11655 11171 55.4100
11655 12234 186.6530
18518 9815 615.8430
12233 11925 1069.0280
15307 7453 2932.4410
15307 11655 94.2210
15307 14165 321.8420
11932 4075 645.8730
12057 15603 313.1780
981 232 178.8490
981 13155 2401.4540
981 14177 806.4980
981 14201 737.7440
1937 3753 13.3600
6671 5550 102.3760
6671 15011 446.0760
6671 15894 473.0990
16778 5576 2175.9470
16778 10762 357.9570
16778 13902 1547.9740
10518 1998 216.6650
10518 11400 184.0850
10518 18416 143.4470
1649 16349 238.1880
10714 7351 87.8760
15177 7434 5992.6510
15177 13470 407.3670
14283 2357 110.1370
14283 3066 269.7390
14283 18431 135.8150
7019 7563 21.3040
7019 12315 581.2020
7019 15976 145.8850
7019 16631 121.9640
17973 10308 24.6980
16914 17973 430.5790
2359 10666 163.4570
14255 2974 15.1900
14255 3244 1249.3260
9438 14255 1827.7890
1946 526 2492.6230
1946 3413 1368.0620
1946 6715 3583.0060
1946 8245 3715.2610
17498 7156 251.6000
17498 16234 372.9480
17498 17779 2127.5170
2720 5731 6272.2750
2720 17407 76.2200
2720 18356 1034.2920
16637 7849 74.8580
16637 8959 2124.0900
16637 18134 172.7700
14436 17879 1020.0260
16060 634 408.0440
16060 10739 94.8010
16060 13520 102.1990
16060 15619 298.2810
15027 6657 470.3890
13410 10999 71.9120
13410 14143 141.3290
6698 15034 124.9930
6698 16837 331.4680
17989 1947 566.8350
17989 2775 162.6060
17989 4862 1206.5220
17989 8725 74.2950
9767 17195 436.6140
6288 2347 419.4250
6288 3302 294.3930
6288 17184 21.6690
14201 3422 189.4290
2849 7229 181.1810
2849 12645 219.3000
10512 7269 83.0520
831 10615 142.3770
8695 14352 59.9710
17103 14956 236.7460
605 374 863.2290
1523 15555 1054.0550
8655 15555 541.8750
8836 6876 164.1830
14956 374 57.2590
14956 8655 445.0830
15555 8836 400.1860
3435 4606 4365.6750
5661 7083 483.8550
5661 8820 90.1670
5661 10805 732.5260
10805 503 714.9480
10805 5042 823.8690
7736 842 707.0910
7248 6485 732.7130
10897 3520 2169.0570
10897 6512 378.1560
10897 12263 211.8240
537 4416 563.5250
537 5246 63.3220
537 10041 743.6050
537 10733 14.4680
537 15596 142.8380
537 16134 369.4310
15696 107 341.1870
10963 7362 827.9660
10963 11895 1084.0430
10963 12728 285.5310
17453 13483 6414.0230
16939 10897 1725.9310
8480 7841 6759.3300
8480 8365 67.2150
8480 13419 4098.6210
12967 10164 5487.5850
12967 13373 160.3070
9359 15529 632.1320
7031 2264 187.7460
7031 4865 143.2550
7031 8842 262.7280
7031 18256 118.1630
12743 4064 389.1760
12743 8429 2046.2750
12743 14176 616.4070
12743 15704 65.6720
12743 18598 51.9040
14176 7366 333.4560
12414 17810 673.0820
13284 13080 52.8800
7132 10451 0.6650
6418 8568 287.2200
6418 13357 743.7500
4505 6418 1349.3310
5206 10897 3028.2860
8038 8438 543.0040
8038 14849 2169.5800
18260 3259 756.9620
3259 13925 1676.6810
16693 6653 1576.6070
16693 6938 483.6640
2703 13118 2076.9690
13397 1746 365.4130
1407 10606 2495.9060
6559 5742 10.4460
6452 13418 2946.3540
12275 6795 215.3740
12275 13047 783.7650
527 15646 328.4000
1494 7537 1207.7910
1494 15591 373.3180
6209 374 168.7680
6209 9258 7.9160
